Interessado;UF;Tipo de interessado;Tipo de operação;Finalidade;Tipo de credor;Credor;Moeda;Valor;Número do Processo/PVL;Código IBGE;Status;Data;Analisado por
Capitão            ;RS;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fo;Real;880.000;19406.000105/2009-71;4304697;Deferido ;19/10/2009;STN
Capitão            ;RS;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fo;Real;279.900;19406.000197/2010-22;4304697;Deferido ;09/07/2010;STN
Capitão            ;RS;Município;Operação Contratual Interna;Caminho da Escola 2009 A                      ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;336.150;19406.000449/2009-80;4304697;Deferido ;11/02/2010;STN
Capitão Andrade    ;MG;Município;Operação Contratual Interna;Caminho da Escola 2010                        ;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;246.000;17944.000420/2011-08;3112653;Deferido ;21/06/2011;STN
Capitão Andrade    ;MG;Município;Operação Contratual Interna;Caminho da Escola 2009 A                      ;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;406.000;17944.000917/2009-01;3112653;Arquivado;21/01/2010;STN
Capitão Andrade    ;MG;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.600.000;17944.001312/2013-14;3112653;Deferido ;14/01/2014;STN
Capitão Leônidas Ma;PR;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;810.650;17944.000386/2009-49;4104600;Arquivado;23/04/2009;STN
Capitão Leônidas Ma;PR;Município;Operação Contratual Interna;Aquisição de terrenos, imóveis e/ou construção;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;220.000;19406.000179/2010-41;4104600;Deferido ;06/05/2010;STN
Capitão Leônidas Ma;PR;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;619.360;19406.000223/2008-06;4104600;Deferido ;18/03/2008;STN
Capitão Leônidas Ma;PR;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;810.650;19406.000368/2010-13;4104600;Deferido ;23/09/2010;STN
Capitão Leônidas Ma;PR;Município;Operação Contratual Interna;Aquisição de terrenos, imóveis e/ou construção;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;350.000;19406.000383/2008-47;4104600;Deferido ;20/05/2008;STN
Capitão Leônidas Ma;PR;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;1.500.000;17944.000799/2017-33;4104600;Deferido ;26/09/2017;STN
Capitólio          ;MG;Município;Operação Contratual Interna;Provias 2010                                  ;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;700.000;00000.000000/0068-83;3112802;Devolvido;01/07/2011;STN
Capitólio          ;MG;Município;Operação Contratual Interna;Provias 2010                                  ;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;700.000;17944.000798/2011-01;3112802;Deferido ;26/07/2011;STN
Capitólio          ;MG;Município;Operação Contratual Interna;Caminho da Escola 2                           ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;472.150;17944.001078/2008-50;3112802;Arquivado;02/10/2008;STN
Capitólio          ;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;250.000;17944.001110/2013-64;3112802;Deferido ;14/03/2014;STN
Capitólio          ;MG;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;800.000;17944.000266/2016-71;3112802;Deferido ;04/04/2016;STN
Capitólio          ;MG;Município;Operação Contratual Interna;Aquisição de terrenos, imóveis e/ou construção;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;300.000;17944.101915/2017-31;3112802;Deferido ;15/12/2017;STN
Capitólio          ;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;550.000;17944.101919/2017-19;3112802;Deferido ;22/11/2017;STN
Capitólio          ;MG;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;650.000;17944.101924/2017-21;3112802;Deferido ;22/11/2017;STN
Capitólio          ;MG;Município;Operação Contratual Interna;PMAT                                          ;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;631.000;PVL02.000084/2018-07;3112802;Em retifi;19/03/2018;Ins
Capivari           ;SP;Município;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo   ;Real;3.072.398,1;17944.000309/2013-75;3510401;Deferido ;26/07/2013;STN
Capivari           ;SP;Município;Operação Contratual Interna;Aquisição de terrenos, imóveis e/ou construção;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo   ;Real;5.000.000;17944.000518/2013-19;3510401;Deferido ;16/07/2013;STN
Capivari           ;SP;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo   ;Real;800.000;17944.000546/2010-93;3510401;Deferido ;28/05/2010;STN
Capivari           ;SP;Município;Operação Contratual Interna;PMAT                                          ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;745.000;17944.000732/2002-12;3510401;Deferido ;02/10/2002;STN
Capivari           ;SP;Município;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;1.790.000;17944.000767/2006-85;3510401;Deferido ;31/08/2006;STN
Capivari           ;SP;Município;Operação Contratual Interna;Saneamento para Todos                         ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;285.000;17944.000889/2009-14;3510401;Arquivado;17/08/2009;STN
Capivari           ;SP;Município;Operação Contratual Interna;Renegociação de dívidas                       ;Empresa Não Estatal            ;Companhia Paulista de Força e Luz           ;Real;3.495.483,4;17944.001009/2006-84;3510401;Deferido ;01/09/2006;STN
Capivari           ;SP;Município;Operação Contratual Interna;Renegociação de dívidas                       ;Empresa Não Estatal            ;Companhia Paulista de Força e Luz           ;Real;3.764.481,2;17944.001010/2006-17;3510401;Deferido ;01/09/2006;STN
Capivari           ;SP;Município;Operação Contratual Interna;PAC - Saneamento - 2008 B                     ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;285.000;17944.001017/2008-92;3510401;Arquivado;23/01/2009;STN
Capivari           ;SP;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica    ;Empresa Não Estatal            ;Companhia Paulista de Força e Luz           ;Real;1.435.771,2;17944.001018/2008-37;3510401;Regulariz;11/10/2011;STN
Capivari           ;SP;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo   ;Real;3.800.000;17944.001045/2011-13;3510401;Deferido ;16/12/2011;STN
Capivari           ;SP;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica    ;Empresa Não Estatal            ;Companhia Paulista de Força e Luz           ;Real;746.741,9;17944.001297/2009-10;3510401;Regulariz;15/12/2011;STN
Capivari           ;SP;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualif;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;2.090.000;17944.001312/2011-44;3510401;Deferido ;16/12/2011;STN
Capivari           ;SP;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo   ;Real;7.327.601,6;17944.001491/2014-62;3510401;Deferido ;07/10/2014;STN
Capivari           ;SP;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;708.400;17944.001951/2006-42;3510401;Deferido ;21/03/2007;STN
Capivari de Baixo  ;SC;Município;Operação Contratual Interna;Caminho da Escola                             ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;324.350;19406.000361/2009-68;4203956;Arquivado;16/08/2010;STN
Capoeiras          ;PE;Município;Operação Contratual Interna;Caminho da Escola                             ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;750.000;17944.000298/2008-66;2603801;Arquivado;19/05/2008;STN
Caputira           ;MG;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;550.000;17944.000282/2016-63;3112901;Deferido ;04/04/2016;STN
Caraá              ;RS;Município;Operação Contratual Interna;Caminho da Escola                             ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;396.000;19406.000032/2010-51;4304713;Deferido ;30/06/2011;STN
Caraá              ;RS;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco do Estado do Rio Grande do Sul        ;Real;450.000;19406.000450/2009-12;4304713;Deferido ;11/07/2011;STN
Caracaraí          ;RR;Município;Operação Contratual Interna;PNAFM                                         ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;237.143;17944.000668/2004-31;1400209;Arquivado;07/10/2004;STN
Caracol            ;MS;Município;Operação Contratual Interna;Caminho da Escola 2                           ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;400.000;17944.000827/2008-21;5002803;Arquivado;30/07/2008;STN
Caraguatatuba      ;SP;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;3.000.000;17944.001284/2010-84;3510500;Deferido ;08/09/2010;STN
Caraí              ;MG;Município;Operação Contratual Interna;Provias 2009                                  ;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;600.000;00000.000000/0051-39;3113008;Devolvido;18/12/2009;STN
Caraí              ;MG;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.800.000;00000.000000/0061-81;3113008;Devolvido;13/10/2010;STN
Caraí              ;MG;Município;Operação Contratual Interna;Provias 2010                                  ;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;600.000;00000.000000/0061-92;3113008;Devolvido;22/10/2010;STN
Caraí              ;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;600.000;00000.000000/0070-88;3113008;Devolvido;05/08/2011;STN
Caraí              ;MG;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.800.000;00000.000000/0070-91;3113008;Devolvido;05/08/2011;STN
